"birthyr","gender4","educ","pid3","CC24_401","presvote","TS_g2024"
1976,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1963,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1971,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1959,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1942,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1936,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,3,"Independent",NA,NA,0
1976,1,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1976,1,5,"Not sure","I definitely voted in the November 2024 General Election.","Other",1
1970,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1973,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1941,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1955,2,5,"Democrat","I usually vote, but didn't this time.",NA,0
1979,1,3,"Independent","I definitely voted in the November 2024 General Election.","Stein",1
1968,2,2,"Democrat",NA,NA,1
1939,1,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1989,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,1,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1987,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1967,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1985,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Trump",1
1964,1,3,"Democrat",NA,NA,1
1948,2,3,"Other","I did not vote in the election this November.",NA,0
1957,1,1,"Republican",NA,NA,1
1964,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1953,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1970,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1983,2,5,"Other",NA,NA,1
1952,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1940,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1930,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1996,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1952,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1947,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1975,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,1,2,"Independent",NA,NA,-99
1991,2,3,"Independent","I thought about voting this time – but didn't.",NA,0
1940,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1955,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1989,2,3,"Not sure",NA,NA,-99
1950,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1953,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1958,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1966,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1942,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1947,1,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1975,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1996,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1968,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1949,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1963,2,5,"Independent","I definitely voted in the November 2024 General Election.","West",-99
1968,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1943,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",0
1979,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1950,1,5,"Independent","I definitely voted in the November 2024 General Election.","Did not vote for President",1
1977,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1949,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1993,2,3,"Independent","I definitely voted in the November 2024 General Election.","Stein",1
1933,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1969,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,1,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1957,1,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1944,1,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1976,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1978,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1966,1,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,5,"Democrat",NA,NA,-99
1997,2,5,"Independent",NA,NA,-99
1967,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1967,1,3,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1969,1,3,"Independent","I definitely voted in the November 2024 General Election.","Oliver",1
1978,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1966,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1959,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1965,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1976,1,4,"Democrat",NA,NA,1
1976,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,3,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1956,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1965,1,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1960,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1959,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1951,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1949,1,2,"Republican","I did not vote in the election this November.",NA,0
1971,1,6,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1954,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1942,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1991,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1977,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1953,1,2,"Independent",NA,NA,-99
1958,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1980,1,5,"Republican",NA,NA,1
1958,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1964,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1961,2,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1957,2,3,"Republican",NA,NA,-99
1961,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1951,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1957,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",0
1940,2,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1950,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1946,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1951,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1941,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1980,2,5,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1947,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1995,2,6,"Independent","I attempted to vote but did not or could not.",NA,-99
1957,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1963,2,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",0
1974,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
